[2026-09-23 12:00:00 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.10, accept len: 4.0, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:01:25 TP0 EP0] Prefill batch, #new-seq: 4, #new-token: 8000, #cached-token: 2000, full token usage: 0.85, swa token usage: 0.10, #running-req: 32, #queue-req: 32, #pending-token: 0, cuda graph: False, input throughput (token/s): 900.0
[2026-09-23 12:01:26 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.10, accept len: 3.8, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 103.00, #queue-req: 0
[2026-09-23 12:01:26 TP0 EP0] Prefill batch, #new-seq: 4, #new-token: 8000, #cached-token: 2000, full token usage: 0.85, swa token usage: 0.10, #running-req: 32, #queue-req: 32, #pending-token: 0, cuda graph: False, input throughput (token/s): 900.0
[2026-09-23 12:01:27 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.10, accept len: 3.8, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 103.00, #queue-req: 0
[2026-09-23 12:01:27 TP0 EP0] Prefill batch, #new-seq: 4, #new-token: 8000, #cached-token: 2000, full token usage: 0.85, swa token usage: 0.10, #running-req: 32, #queue-req: 32, #pending-token: 0, cuda graph: False, input throughput (token/s): 900.0
[2026-09-23 12:01:28 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.10, accept len: 3.8, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 103.00, #queue-req: 0
[2026-09-23 12:01:28 TP0 EP0] Prefill batch, #new-seq: 4, #new-token: 8000, #cached-token: 2000, full token usage: 0.85, swa token usage: 0.10, #running-req: 32, #queue-req: 32, #pending-token: 0, cuda graph: False, input throughput (token/s): 900.0
[2026-09-23 12:01:29 TP0 EP0] Decode batch, #running-req: 32, #full token: 1, full token usage: 0.85, #swa token: 1, swa token usage: 0.10, accept len: 3.8, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 103.00, #queue-req: 0
[2026-09-23 12:01:29 TP0 EP0] Prefill batch, #new-seq: 4, #new-token: 8000, #cached-token: 2000, full token usage: 0.85, swa token usage: 0.10, #running-req: 32, #queue-req: 32, #pending-token: 0, cuda graph: False, input throughput (token/s): 900.0
[2026-09-23 12:01:05 TP0 EP0] retract decode requests: 2 sequences preempted while the pool is pinned
[2026-09-23 12:01:06 TP0 EP0] HiCache load started for 1 node
