[2026-09-17 12:01:00 TP0 EP0] Decode batch, #running-req: 1, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:11 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:12 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:13 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:14 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:15 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:16 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:17 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:18 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:06:19 TP0 EP0] Decode batch, #running-req: 6, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:00 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:01 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:02 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:03 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:04 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:05 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:06 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:07 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:08 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:09 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:10 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:11 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:12 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:13 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:14 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:15 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:16 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:17 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:18 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:07:19 TP0 EP0] Decode batch, #running-req: 7, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:00 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:01 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:02 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:03 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:04 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:05 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:06 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:07 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:08 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:09 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:10 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:11 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:12 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:13 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:14 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:15 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:16 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:17 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:18 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:08:19 TP0 EP0] Decode batch, #running-req: 8, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:00 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:01 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:02 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:03 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:04 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:05 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:06 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:07 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:08 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:09 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:10 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:11 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:12 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:13 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:14 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:15 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:16 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:17 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:18 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:09:19 TP0 EP0] Decode batch, #running-req: 9, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:00 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:01 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:02 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:03 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:04 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:05 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:06 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:07 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:08 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:09 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:10 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:11 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:12 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:13 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:14 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:15 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:16 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:17 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:18 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:10:19 TP0 EP0] Decode batch, #running-req: 10, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:00 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:01 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:02 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:03 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:04 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:05 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:06 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:07 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:08 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:09 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:10 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:11 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:12 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:13 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:14 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:15 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:16 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:17 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:18 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:11:19 TP0 EP0] Decode batch, #running-req: 11, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 120.0, #queue-req: 0
[2026-09-17 12:12:00 TP0 EP0] Decode batch, #running-req: 12, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 900.0, #queue-req: 0
[2026-09-17 12:12:01 TP0 EP0] Decode batch, #running-req: 12, #full token: 7936, full token usage: 0.00, #swa token: 512, swa token usage: 0.00, accept len: 3.50, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 900.0, #queue-req: 0
