[2026-09-23 12:06:00 TP0 EP0] Decode batch, #running-req: 24, #full token: 1, full token usage: 0.60, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:06:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.65, swa token usage: 0.00, #running-req: 26, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:06:26 TP0 EP0] Decode batch, #running-req: 26, #full token: 1, full token usage: 0.65, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:06:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.65, swa token usage: 0.00, #running-req: 26, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:06:27 TP0 EP0] Decode batch, #running-req: 26, #full token: 1, full token usage: 0.65, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:06:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.65, swa token usage: 0.00, #running-req: 26, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:06:28 TP0 EP0] Decode batch, #running-req: 26, #full token: 1, full token usage: 0.65, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:06:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.65, swa token usage: 0.00, #running-req: 26, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:06:29 TP0 EP0] Decode batch, #running-req: 26, #full token: 1, full token usage: 0.65, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:06:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.65, swa token usage: 0.00, #running-req: 26, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:00 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:01 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:02 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:03 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:04 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:05 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:06 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:07 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:08 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:09 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:10 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:11 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:12 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:13 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:14 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:15 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:16 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:17 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:18 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:19 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:20 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:21 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:22 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:23 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:24 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:25 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:26 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:27 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:28 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:29 TP0 EP0] Decode batch, #running-req: 28, #full token: 1, full token usage: 0.70, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:29 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.70, swa token usage: 0.00, #running-req: 28, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:00 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:01 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:02 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:03 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:04 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:05 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:06 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:07 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:08 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:09 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:10 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:11 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:12 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:13 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:14 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:15 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:16 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:17 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:18 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:19 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
[2026-09-23 12:07:20 TP0 EP0] Decode batch, #running-req: 30, #full token: 1, full token usage: 0.75, #swa token: 1, swa token usage: 0.00, accept len: 3.5, accept rate: 0.5, cuda graph: True, gen throughput (token/s): 500.00, #queue-req: 0
[2026-09-23 12:07:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 100, #cached-token: 9900, full token usage: 0.75, swa token usage: 0.00, #running-req: 30, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1000.0
